GroupID,Segment,LSM,WC.Total
1.0,1,0.77,43
2.0,1,0.21,60
4.0,1,0.33,39
3.0,1,0.64,85
5.0,1,0.73,77
6.0,1,0.61,28
7.0,1,0.63,63
8.0,1,0.70,57
11.0,1,0.42,47
10.0,1,0.40,21
12.0,1,0.16,31
9.0,1,0.76,30
13.0,1,0.55,41
14.0,1,0.13,50
15.0,1,0.45,45
16.0,1,0.41,51
17.0,1,0.22,29
19.0,1,0.56,44
21.0,1,0.42,60
23.0,1,0.25,34
24.0,1,0.55,10
25.0,1,0.36,44
26.0,1,0.77,51
22.0,1,0.31,36
27.0,1,0.67,66
28.0,1,0.19,37
31.0,1,0.66,88
32.0,1,0.15,45
36.0,1,0.25,24
38.0,1,0.17,41
40.0,1,0.40,52
39.0,1,0.57,18
37.0,1,0.60,84
41.0,1,0.75,77
45.0,1,0.32,58
42.0,1,0.43,62
44.0,1,0.00,55
49.0,1,0.17,37
51.0,1,0.40,23
50.0,1,0.51,69
52.0,1,0.16,49
53.0,1,0.54,54
55.0,1,0.36,56
56.0,1,0.72,42
57.0,1,0.67,63
58.0,1,0.59,55
59.0,1,0.00,44
60.0,1,0.57,34
64.0,1,0.13,30
62.0,1,0.45,30
63.0,1,0.22,65
61.0,1,0.21,32
65.0,1,0.51,80
66.0,1,0.36,28
67.0,1,0.56,64
70.0,1,0.02,31
69.0,1,0.28,32
71.0,1,0.41,70
73.0,1,0.02,51
72.0,1,0.79,40
74.0,1,0.64,34
75.0,1,0.59,40
80.0,1,0.39,59
83.0,1,0.51,30
81.0,1,0.28,33
84.0,1,0.57,37
85.0,1,0.22,31
86.0,1,0.54,39
87.0,1,0.46,26
88.0,1,0.13,43
89.0,1,0.33,36
90.0,1,0.50,79
92.0,1,0.14,21
91.0,1,0.43,22
93.0,1,0.27,26
94.0,1,0.45,48
95.0,1,0.80,43
96.0,1,0.20,22
98.0,1,0.45,34
100.0,1,0.68,31
99.0,1,0.76,75
101.0,1,0.70,58
102.0,1,0.63,122
104.0,1,0.58,33
103.0,1,0.44,55
105.0,1,0.36,28
106.0,1,0.02,47
107.0,1,0.76,84
108.0,1,0.41,53
109.0,1,0.48,30
110.0,1,0.62,65
111.0,1,0.50,15
112.0,1,0.55,95
113.0,1,0.76,58
114.0,1,0.58,86
115.0,1,0.38,21
116.0,1,0.25,26
117.0,1,0.74,153
118.0,1,0.77,62
120.0,1,0.60,71
121.0,1,0.38,41
122.0,1,0.25,26
123.0,1,0.18,26
124.0,1,0.33,43
125.0,1,0.21,63
127.0,1,0.50,38
126.0,1,0.66,54
129.0,1,0.22,42
130.0,1,0.48,32
131.0,1,0.49,61
132.0,1,0.63,80
133.0,1,0.25,29
135.0,1,0.25,33
136.0,1,0.58,44
137.0,1,0.32,41
140.0,1,0.59,40
141.0,1,0.37,60
144.0,1,0.23,22
145.0,1,0.56,28
146.0,1,0.13,27
147.0,1,0.41,20
148.0,1,0.56,82
149.0,1,0.13,46
151.0,1,0.17,33
150.0,1,0.67,50
152.0,1,0.51,65
153.0,1,0.56,35
156.0,1,0.49,40
158.0,1,0.31,49
161.0,1,0.66,42
162.0,1,0.62,22
167.0,1,0.15,27
168.0,1,0.32,32
170.0,1,0.34,33
172.0,1,0.25,35
175.0,1,0.51,43
177.0,1,0.35,50
176.0,1,0.50,74
178.0,1,0.13,26
179.0,1,0.31,29
181.0,1,0.49,83
182.0,1,0.54,47
183.0,1,0.71,30
186.0,1,0.59,43
188.0,1,0.53,57
189.0,1,0.16,62
190.0,1,0.62,36
191.0,1,0.25,29
192.0,1,0.18,30
