GroupID,Segment,LSM,WC.Total
1.0,1,0.24,24
2.0,1,0.65,59
3.0,1,0.00,29
4.0,1,0.00,29
5.0,1,0.00,29
6.0,1,0.00,29
7.0,1,0.00,29
8.0,1,0.00,29
10.0,1,0.00,29
11.0,1,0.00,29
9.0,1,0.00,27
12.0,1,0.34,55
13.0,1,0.00,29
14.0,1,0.00,29
15.0,1,0.00,29
16.0,1,0.00,29
17.0,1,0.00,29
19.0,1,0.00,29
21.0,1,0.00,28
23.0,1,0.00,29
22.0,1,0.00,29
24.0,1,0.00,29
25.0,1,0.00,29
26.0,1,0.00,29
27.0,1,0.72,78
28.0,1,0.00,29
31.0,1,0.00,29
32.0,1,0.00,29
36.0,1,0.00,29
37.0,1,0.00,29
38.0,1,0.00,29
39.0,1,0.00,29
40.0,1,0.43,22
41.0,1,0.00,28
42.0,1,0.00,29
45.0,1,0.00,29
44.0,1,0.00,29
49.0,1,0.00,29
50.0,1,0.00,27
51.0,1,0.00,27
52.0,1,0.00,29
53.0,1,0.00,29
55.0,1,0.00,28
56.0,1,0.00,29
57.0,1,0.00,29
58.0,1,0.00,29
59.0,1,0.00,28
60.0,1,0.00,29
61.0,1,0.00,29
63.0,1,0.00,29
62.0,1,0.00,29
64.0,1,0.00,28
65.0,1,0.00,29
66.0,1,0.00,29
67.0,1,0.00,29
69.0,1,0.00,29
71.0,1,0.00,27
70.0,1,0.00,27
73.0,1,0.00,29
72.0,1,0.00,29
74.0,1,0.00,29
75.0,1,0.00,27
80.0,1,0.00,29
81.0,1,0.00,29
83.0,1,0.00,29
84.0,1,0.00,29
85.0,1,0.00,29
86.0,1,0.25,20
87.0,1,0.00,29
88.0,1,0.00,29
89.0,1,0.00,29
90.0,1,0.00,28
91.0,1,0.00,29
92.0,1,0.00,29
93.0,1,0.00,29
94.0,1,0.00,29
95.0,1,0.00,29
96.0,1,0.00,29
98.0,1,0.00,29
99.0,1,0.00,29
100.0,1,0.00,29
101.0,1,0.00,29
102.0,1,0.00,29
104.0,1,0.00,29
103.0,1,0.00,27
105.0,1,0.00,29
106.0,1,0.00,27
107.0,1,0.00,29
108.0,1,0.00,27
109.0,1,0.00,29
110.0,1,0.00,29
111.0,1,0.00,29
112.0,1,0.00,29
113.0,1,0.00,29
114.0,1,0.00,29
115.0,1,0.00,29
116.0,1,0.00,29
117.0,1,0.00,28
118.0,1,0.00,29
120.0,1,0.00,29
121.0,1,0.00,29
122.0,1,0.00,29
123.0,1,0.00,29
124.0,1,0.00,29
125.0,1,0.00,29
126.0,1,0.00,29
127.0,1,0.00,29
129.0,1,0.00,29
130.0,1,0.00,29
131.0,1,0.00,29
132.0,1,0.00,29
133.0,1,0.00,29
135.0,1,0.00,27
136.0,1,0.00,29
137.0,1,0.00,27
140.0,1,0.00,29
141.0,1,0.00,29
144.0,1,0.00,29
145.0,1,0.00,29
146.0,1,0.00,29
147.0,1,0.00,29
148.0,1,0.00,29
149.0,1,0.00,29
150.0,1,0.00,29
151.0,1,0.00,29
152.0,1,0.00,29
153.0,1,0.00,29
156.0,1,0.00,29
158.0,1,0.00,29
161.0,1,0.00,27
162.0,1,0.00,29
167.0,1,0.00,27
168.0,1,0.00,29
170.0,1,0.13,32
172.0,1,0.00,29
175.0,1,0.00,29
176.0,1,0.00,29
177.0,1,0.00,29
178.0,1,0.00,29
179.0,1,0.00,29
181.0,1,0.00,29
182.0,1,0.00,29
183.0,1,0.00,29
186.0,1,0.00,29
188.0,1,0.00,29
189.0,1,0.00,29
190.0,1,0.00,29
191.0,1,0.00,27
192.0,1,0.00,29
