GroupID,Segment,LSM,WC.Total
1.0,1,0.63,101
2.0,1,0.17,117
4.0,1,0.30,47
5.0,1,0.60,170
3.0,1,0.70,145
6.0,1,0.70,137
7.0,1,0.57,102
8.0,1,0.51,126
11.0,1,0.66,137
10.0,1,0.49,100
12.0,1,0.41,79
9.0,1,0.44,38
13.0,1,0.57,79
14.0,1,0.46,113
15.0,1,0.62,138
16.0,1,0.14,121
17.0,1,0.13,54
19.0,1,0.62,102
21.0,1,0.21,81
23.0,1,0.33,91
24.0,1,0.31,130
25.0,1,0.16,44
26.0,1,0.04,112
22.0,1,0.13,95
27.0,1,0.32,74
28.0,1,0.30,52
31.0,1,0.58,59
32.0,1,0.00,72
36.0,1,0.37,44
38.0,1,0.34,48
39.0,1,0.16,38
40.0,1,0.13,86
37.0,1,0.50,84
41.0,1,0.40,44
45.0,1,0.08,78
42.0,1,0.75,147
44.0,1,0.06,120
51.0,1,0.13,82
50.0,1,0.14,95
49.0,1,0.49,125
52.0,1,0.83,109
53.0,1,0.52,41
55.0,1,0.13,112
56.0,1,0.64,75
57.0,1,0.06,130
58.0,1,0.63,58
59.0,1,0.08,81
60.0,1,0.33,119
64.0,1,0.04,71
62.0,1,0.13,111
63.0,1,0.22,113
61.0,1,0.64,51
65.0,1,0.33,131
66.0,1,0.35,33
67.0,1,0.78,141
70.0,1,0.26,119
69.0,1,0.35,43
73.0,1,0.41,62
71.0,1,0.30,115
72.0,1,0.59,135
74.0,1,0.32,70
75.0,1,0.13,38
80.0,1,0.56,112
83.0,1,0.17,44
81.0,1,0.42,80
84.0,1,0.13,102
85.0,1,0.15,72
86.0,1,0.39,106
87.0,1,0.16,102
88.0,1,0.13,37
89.0,1,0.17,94
90.0,1,0.69,128
92.0,1,0.58,19
91.0,1,0.38,133
93.0,1,0.09,89
94.0,1,0.59,144
95.0,1,0.33,126
96.0,1,0.67,105
98.0,1,0.60,113
100.0,1,0.61,128
99.0,1,0.63,105
101.0,1,0.55,92
102.0,1,0.69,153
104.0,1,0.18,128
103.0,1,0.47,116
105.0,1,0.83,106
106.0,1,0.17,86
107.0,1,0.00,122
108.0,1,0.71,142
109.0,1,0.30,74
110.0,1,0.43,118
111.0,1,0.13,44
112.0,1,0.30,41
113.0,1,0.75,149
114.0,1,0.58,125
115.0,1,0.75,100
116.0,1,0.21,125
118.0,1,0.84,101
120.0,1,0.00,101
121.0,1,0.68,113
122.0,1,0.63,162
123.0,1,0.32,121
124.0,1,0.27,121
125.0,1,0.00,111
127.0,1,0.04,108
126.0,1,0.60,148
117.0,1,0.89,168
129.0,1,0.00,81
130.0,1,0.66,130
131.0,1,0.69,109
132.0,1,0.36,127
133.0,1,0.78,155
136.0,1,0.41,129
135.0,1,0.30,107
137.0,1,0.55,129
140.0,1,0.04,120
141.0,1,0.51,93
144.0,1,0.31,145
145.0,1,0.00,33
146.0,1,0.20,135
147.0,1,0.53,93
149.0,1,0.06,115
148.0,1,0.35,74
151.0,1,0.32,115
150.0,1,0.39,24
153.0,1,0.44,121
152.0,1,0.12,110
156.0,1,0.45,44
158.0,1,0.20,125
161.0,1,0.72,42
162.0,1,0.27,104
167.0,1,0.50,55
168.0,1,0.39,77
170.0,1,0.31,99
172.0,1,0.10,95
175.0,1,0.16,44
177.0,1,0.10,66
176.0,1,0.13,78
178.0,1,0.60,143
179.0,1,0.14,87
181.0,1,0.20,115
182.0,1,0.50,137
183.0,1,0.62,51
186.0,1,0.16,109
188.0,1,0.64,155
189.0,1,0.63,110
190.0,1,0.47,47
191.0,1,0.00,127
192.0,1,0.03,106
