Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
30,31,12,1.0,2023-08-07 15:53:13.40148,"Ich dachte, das sagst du mir.",Follow/Neutral,,,Goodbye,2023-08-07 15:53:15.764283,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,1.0,,,2.0,3.0
56,57,12,2.0,2023-08-07 15:59:14.498595,Mir einen Termin zu setzen,Follow/Neutral,,,Goodbye,2023-08-07 15:59:16.513007,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,0.0,,,2.0,3.0
61,62,12,4.0,2023-08-07 15:59:41.191971,"Auf Grillfeiern Gemüse als Alternative essen, Verzicht auf Bier",change,Commitment,,Goodbye,2023-08-07 15:59:42.924575,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,2.0,3.0
79,80,12,5.0,2023-08-07 16:06:08.114324,Weniger ungesunde Nahrung zu mir nehmen und mich über Alternativen zu informieren.,change,Commitment,,Goodbye,2023-08-07 16:06:09.901329,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,1.0,3.0
87,88,12,6.0,2023-08-07 16:09:42.339103,Das weiß ich nicht,Follow/Neutral,,,Goodbye,2023-08-07 16:09:44.355287,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,0.0,,,2.0,3.0
88,89,12,3.0,2023-08-07 16:09:56.510765,"Ich stelle mir mein Ziel, den Halbmarathon durch mehr Zeit fürs Training zu schaffen, konkret vor. ",change,Commitment,,Goodbye,2023-08-07 16:09:58.405975,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,2.0,3.0
91,92,12,7.0,2023-08-07 16:11:08.515043,Ich habe keine Ahnung.,Follow/Neutral,,,Goodbye,2023-08-07 16:11:10.499078,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,0.0,,,1.0,3.0
95,96,12,8.0,2023-08-07 16:18:02.572839,"Mein nächster Schritt wird sein, mir ein Rezept für eine gesunde Mahlzeit zu suchen, dieses in die Küche zu legen und morgen zuzubereiten.",change,Commitment,,Goodbye,2023-08-07 16:18:04.235361,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,3.0,3.0
142,143,12,11.0,2023-08-07 16:31:26.091879,"Ich werde versuchen, noch öfter große Aufgaben in kleine machbare Teilschritte zu zerlegen und mich nur auf den ersten Teilschritt fokussieren",change,Commitment,,Goodbye,2023-08-07 16:31:27.850892,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,1.0,3.0
144,145,12,10.0,2023-08-07 16:31:44.592468,Ich werde mich stärker auf das Fokussieren und Erkennen von neuen Aufgaben konzentrieren. Diese werde ich schnell angehen.,change,Commitment,,Goodbye,2023-08-07 16:31:46.266239,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,2.0,3.0
151,152,12,12.0,2023-08-07 16:35:53.285018,handy ausschalten,Follow/Neutral,,,Goodbye,2023-08-07 16:35:55.265574,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,0.0,,,2.0,3.0
159,160,12,13.0,2023-08-07 16:38:47.886873,Ich bleibe auf meinem Weg und werde eher auf vegetarische Produkte oder auf Fisch statt Fleisch zurückgreifen,change,Commitment,,Goodbye,2023-08-07 16:38:49.62464,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,2.0,3.0
161,162,12,9.0,2023-08-07 16:39:55.580631,"Ich werde mir konkrete Schritte überlegen, z.B. wie ich meine Motivation steigern kann oder wie ich meinen Tag besser strukturiere.",change,Commitment,,Goodbye,2023-08-07 16:39:57.411771,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,0.0,,,2.0,3.0
