Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
19,20,10,1.0,2023-08-07 15:50:32.403839,"Glaube sehr stark, da ich viel Zeit mit Daddelei verbringe.",Follow/Neutral,,,Summary,2023-08-07 15:50:48.960956,"Lass mich unser bisheriges Gespräch zusammenfassen. Du glaubst also stark daran, dass weniger Prokrastination dir mehr Zeit mit deinen Freunden und deiner Familie ermöglichen würde, da du momentan viel Zeit mit ""Daddelei"" verbringst. Du fühlst dich bereit für eine Veränderung und hast das Gefühl, dass du jetzt etwas ändern musst, obwohl du dir das schon oft gesagt hast. Du gibst zu, dass Alltag und Faulheit Hindernisse für dich darstellen, aber du siehst auch das Potential für eine verbesserte Lebensqualität und mehr Zeit mit den Menschen, die dir wichtig sind. Habe ich noch etwas vergessen?",gut/hilfreich,Gut zusammengefasst,Follow/Neutral,,,1.0,good/helpful,Well summarized,3.0,2.0
41,42,10,2.0,2023-08-07 15:56:22.99949,Danke,Follow/Neutral,,,Summary,2023-08-07 15:56:51.035261,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast zum Ausdruck gebracht, dass du weniger prokrastinieren möchtest. Es gibt wichtige Aufgaben, die du aufschiebst und die unerledigt bleiben, was dich im Nachhinein ärgert. Du siehst die Notwendigkeit und den Nutzen darin, weniger zu prokrastinieren, findest es jedoch schwierig, dich dazu aufzuraffen und anzufangen. Ein konkretes Beispiel, das du angeführt hast, ist die Notwendigkeit, dich mit neuen Geldanlagen zu befassen oder bestehende aufzustocken. Du hast jedoch Schwierigkeiten, dich in die verschiedenen Optionen einzulesen. Du hast auch Zweifel geäußert, ob eine schrittweise Herangehensweise in diesem Fall zielführend ist, und vorgeschlagen, dass du diese Aufgabe lieber in einem Rutsch erled Habe ich noch etwas vergessen?",schlecht/unpassend,Eigentlich bin ich gedanklich mit dem Gespräch schon durch und finde diese Antwort gerade lästig und überflüssig. ,Follow/Neutral,,,0.0,bad/inappropriate,"Actually, I'm already through with the conversation and find this answer annoying and superfluous.",2.0,1.7142857142857142
47,48,10,4.0,2023-08-07 15:57:52.296565,Fleisch und Bier schmecken einfach zu gut,sustain,Reason,General Reason,Summary,2023-08-07 15:57:57.937685,"Lass mich unser bisheriges Gespräch zusammenfassen. Du genießt also Fleisch und Bier sehr und das macht es dir schwer, dich zurückzuhalten. Wie könntest du dir vorstellen, damit umzugehen Habe ich noch etwas vergessen?",gut/hilfreich,,sustain,Reason,General Reason,0.0,good/helpful,,2.0,2.0
71,72,10,5.0,2023-08-07 16:03:20.591221,"Den Vorschlag finde ich gut, erstmal zu wissen, was gute Alternativen wären. Das ist das schwierigste, einen Plan zu haben und den zu befolgen würde ich auf Dauer schaffen, nur muss der Ernährungsplan gut sein.",change,Reason,ability,Summary,2023-08-07 16:03:42.410285,"Lass mich unser bisheriges Gespräch zusammenfassen. Du möchtest dich gesünder ernähren, weil du übergewichtig bist und abnehmen möchtest. Dein Wunsch, dich langfristig gesund zu ernähren, ist dir sehr wichtig – du hast es mit einer 9 von 10 bewertet. Du fühlst, dass du bei einem höheren Wert bereits mehr getan hättest, aber du denkst auch oft darüber nach und versuchst schon, weniger zu essen. Um deine Motivation zu erhöhen, planst du, dich mehr über Nahrungsmittel zu informieren und einen Ernährungsplan zu erstellen. Du bist dir bewusst, dass es schwierig sein wird, den Plan zu befolgen, aber du bist bereit, verschiedene Dinge auszuprobieren. Du möchtest zuerst weniger ungesunde Nahrung zu dir nehmen und hast vor, dich innerhalb der nächsten Woche über ges Habe ich noch etwas vergessen?",gut/hilfreich,"Eine gute Zusammenfassung, allerdings ist es am Ende etwas abgeschnitten. ""nächsten Woche über ges Habe ich""",change,Reason,ability,0.0,good/helpful,"A good summary, though it's a bit truncated at the end. ""next week about ges Habe ich""",2.5,1.4285714285714286
80,81,10,3.0,2023-08-07 16:06:33.123053,"Ich sorge für eine ruhige, störungsfreie Umgebung und lege alles, was mich stören könnte (Handy, Telefon, Zeitung) in einen anderen Raum. ",Follow/Neutral,,,Summary,2023-08-07 16:06:55.08093,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast das Problem der Prokrastination erkannt und möchtest daran arbeiten, produktiver zu sein, um mehr Freizeit zu haben. Du bist dir dieses Problems bewusst und zeigst eine hohe Bereitschaft, dich zu verändern, was du mit einer 8 von 10 auf der Zuversichtsskala verdeutlicht hast. Die zwei fehlenden Punkte könnten durch die Visualisierung dessen, was du mit der gewonnenen Zeit erreichen könntest, abgedeckt werden. Du hast das Ziel, dich auf einen Halbmarathon vorzubereiten, und du denkst, dass du das erreichen könntest, wenn du weniger Zeit mit Prokrastination verbringst. Du glaubst, dass dies dir mehr Selbstvertrauen geben würde und dich daran erinnern würde, dass du in der Lage bist, deine Ziele zu erre Habe ich noch etwas vergessen?",gut/hilfreich,Klasse zusammengefasst vom Bot,Follow/Neutral,,,0.0,good/helpful,Class summarized by the bot,1.0,1.6666666666666667
81,82,10,6.0,2023-08-07 16:06:47.315044,"Das Wissen ist bestimmt sinnvoll, aber es hilft mir nicht, die Schwelle zur Handlungsänderung zu überschreiten.",sustain,Reason,ability,Summary,2023-08-07 16:07:15.711651,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast das Bedürfnis, weniger zu prokrastinieren, weil du erkannt hast, dass es dich daran hindert, Aufgaben zu erledigen und dich danach entspannen zu können. Obwohl du einen hohen Wunsch (8 von 10) hast, diese Veränderung durchzuführen, fällt es dir schwer, den ersten Schritt zu machen. Du gibst an, dass das zeitnahe Bearbeiten und Wegschicken von Papierkram eine besondere Herausforderung darstellt. Wenn du das ändern könntest, würdest du mehr Zeit für andere Tätigkeiten und auch für Entspannung haben. Du erkennst jedoch auch, dass dies sowohl angenehm als auch etwas beängstigend wäre. Du schätzt die möglichen negativen Folgen deines Verhaltens ein und siehst, dass das Fortsetzen Habe ich noch etwas vergessen?",gut/hilfreich,,sustain,Reason,ability,0.0,good/helpful,,1.0,1.7142857142857142
86,87,10,7.0,2023-08-07 16:09:01.610954,"Gute Frage, wenn ich das wüsste...Vielleicht weniger oder gesünderes...aber das ist keine Schokolade und ich habe keine Lust Reiswaffeln zu mampfen.:-)",Follow/Neutral,,,Summary,2023-08-07 16:09:12.755302,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast gesagt, dass es schwierig für dich ist, Alternativen zur Schokolade zu finden, die dir genauso gut schmecken und die gleiche Belohnung am Ende eines stressigen Tages bieten. Es scheint, dass du dich mit der Vorstellung, Reiswaffeln oder ähnliches zu essen, nicht wohl fühlst. Es ist wichtig für dich, etwas zu finden, das dir genauso gut schmeckt und dich gleichzeitig gesünder ernährt. Habe ich noch etwas vergessen?",gut/hilfreich,"gute Zusammenfassung, ist das echt eine KI?",Follow/Neutral,,,0.0,good/helpful,"good summary, is that really an AI?",1.5,2.0
93,94,10,8.0,2023-08-07 16:14:09.00803,"Nein, ich denke ich habe eine gute Vorstellung davon, wie ich damit anfangen kann, meine Ernährung dauerhaft umzustellen.",change,Reason,General Reason,Summary,2023-08-07 16:14:27.633806,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also den Wunsch, deine Ernährung zu verbessern, weil du in letzter Zeit ungesund gegessen hast und dich das stört. Du bist dir nicht sicher, ob du dauerhafte Veränderungen vornehmen kannst und daher ist deine Zuversicht in Bezug auf diese Veränderung momentan bei einer 5 auf einer Skala von 0 bis 10. Um deine Zuversicht zu erhöhen, könntest du mit kleinen, leicht umsetzbaren Zielen beginnen, wie zum Beispiel eine ungesunde Mahlzeit pro Tag durch eine gesündere Alternative zu ersetzen. Du planst, dir täglich ein Rezept für eine gesunde Mahlzeit auszusuchen und in die Küche zu legen, um dich daran zu erinnern, diese Veränderung durchzuführen. Wenn du einen schlechten Tag hast oder von deinem Plan abweichst Habe ich noch etwas vergessen?",schlecht/unpassend,"Antwort ist eigentlich gut, aber der vorletzte Satz ist unvollständig.",change,Reason,General Reason,0.0,bad/inappropriate,"Answer is actually good, but the penultimate sentence is incomplete.",1.0,1.6
131,132,10,11.0,2023-08-07 16:28:47.595139,"Ich glaube so schlimm ist es bei mir noch nicht. Diesen Schritt würde ich erst gehen, wenn meine Arbeit sehr stark leidet",change,Reason,General Reason,Summary,2023-08-07 16:29:05.816738,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, weniger zu prokrastinieren, da du das Gefühl hast, dass es deine Arbeitsleistung einschränkt und deine Produktivität verringert. Du bist bereit, daran zu arbeiten, allerdings fällt es dir schwer, konkrete Schritte zu sehen, wie du dieses Ziel erreichen kannst. Du neigst besonders dazu, zu prokrastinieren, wenn du mit Aufgaben konfrontiert bist, bei denen du nicht weißt, wie du anfangen sollst, oder wenn du auf Probleme stößt, für die du keine sofortige Lösung hast. Du hast bereits einige Strategien ausprobiert, wie das Setzen kleinerer, erreichbarer Ziele, allerdings mit gemischtem Erfolg. Du hast noch nicht darüber nachgedacht, externe Unterstützung in Anspruch zu nehmen und würdest diesen Schritt erst in Betracht zie Habe ich noch etwas vergessen?",gut/hilfreich,korrekt zusammengefasst,change,Reason,General Reason,0.0,good/helpful,correctly summarized,1.0,1.6666666666666667
134,135,10,10.0,2023-08-07 16:29:12.493543,"Ich würde Aufgaben sehen und schnell bearbeiten, damit sie sich nicht auftürmen.",Follow/Neutral,,,Summary,2023-08-07 16:29:27.172954,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, Prokrastination zu reduzieren, um deine vielen Verpflichtungen zufriedenstellend erledigen zu können. Du bist bereits auf einem guten Weg, hast eine hohe Motivation und siehst schon Fortschritte. Du setzt dir kleine Ziele, die du nach und nach erreichst, und das gibt dir ein gutes Gefühl. Du fühlst dich sogar produktiver als je zuvor. Du stellst dir vor, noch produktiver zu sein, indem du Aufgaben schnell bearbeitest, damit sie sich nicht auftürmen. Habe ich noch etwas vergessen?",gut/hilfreich,"Ich finde es gut, um sich selbst das Gesamtbild vor Augen zu führen.",Follow/Neutral,,,0.0,good/helpful,I think it's a good way to see the big picture for yourself.,1.0,1.8571428571428568
