Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
2,3,3,1.0,2023-08-07 15:43:48.284858,Ich könnte schon viel weiter im Leben sein.,change,Reason,General Reason,,2023-08-07 15:43:53.12469,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,General Reason,1.0,,,3.0,2.0
9,10,3,2.0,2023-08-07 15:46:47.713953,"Es gibt wichtige Dinge zu erledigen,d ie ich nicht anfange und anschließend ärgert es mich, dass diese noch unerledigt sind. ",Follow/Neutral,,,,2023-08-07 15:47:00.725062,Eine 9. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,0.0,,,1.0,2.0
16,17,3,3.0,2023-08-07 15:49:59.333303,"Ich bin unproduktiv und brauche länger als nötig, um meine Arbeit zu machen. Wenn ich das ändern könnte, hätte ich mehr Freizeit.",change,Reason,ability,,2023-08-07 15:50:03.50903,"Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",,,change,Reason,ability,0.0,,,1.5,2.0
23,24,3,4.0,2023-08-07 15:51:30.781982,"Ich möchte langfristig meiner Ernährung ändern, um fitter und gesünder zu werden.",change,Reason,desire,,2023-08-07 15:51:33.99597,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,desire,0.0,,,1.0,2.0
31,32,3,5.0,2023-08-07 15:53:17.113865,"Ich bin übergewichtig und möchte abnehmen, dabei aber langfristig gesund ernähren.",change,Reason,desire,,2023-08-07 15:53:20.313197,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,0.0,,,1.0,2.0
51,52,3,6.0,2023-08-07 15:58:31.471164,"Weil sie mich daran hindert, Sachen zu erledigen und mich danach entspannen zu können.",Follow/Neutral,,,,2023-08-07 15:58:35.128002,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,Follow/Neutral,,,0.0,,,1.0,2.0
58,59,3,8.0,2023-08-07 15:59:29.109746,Ich habe mich in letzer Zeit ungesund ernährt und möchte dieses Verhalten ändern um meine Gesundheit zu verbessern.,change,Reason,desire,,2023-08-07 15:59:32.247214,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,0.0,,,1.0,2.0
59,60,3,7.0,2023-08-07 15:59:35.179007,"Ich möchte weniger Zucker essen und etwas abnehmen, damit die Hosen wieder besser passen.",change,Reason,desire,,2023-08-07 15:59:38.488209,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,0.0,,,1.0,2.0
102,103,3,10.0,2023-08-07 16:20:18.362041,Ich habe viele gleichzeitige Verpflichtungen und möchte diese zufriedenstellend erledigen.,change,Reason,desire,,2023-08-07 16:20:21.504244,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,desire,0.0,,,1.0,2.0
103,104,3,11.0,2023-08-07 16:20:30.252916,Es schränkt mich bei der Arbeit ein und verringert meine Produktivität,change,Reason,General Reason,,2023-08-07 16:20:33.645943,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,General Reason,0.0,,,2.0,2.0
