Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
11,12,8,1.0,2023-08-07 15:47:41.744613,Das wäre sehr schön und eine Verbesserung meiner Lebendqualität.,change,Reason,General Reason,Elaboration,2023-08-07 15:47:53.840951,"Es klingt, als ob du dir eine höhere Lebensqualität wünscht und glaubst, dass weniger Prokrastination dazu beitragen könnte. Gibt es noch andere Aspekte, die du verbessern möchtest, wenn du weniger prokrastinierst",gut/hilfreich,Passt einfach.,change,Reason,General Reason,1.0,good/helpful,Just fits.,3.0,1.5
34,35,8,2.0,2023-08-07 15:54:14.197841,Kann ich ja mal versuchen,Follow/Neutral,,,,2023-08-07 15:54:30.433924,"Das klingt nach einem guten Plan! Setze einen konkreten Termin in deinem Kalender, an dem du dich mit den Optionen für deine Geldanlage auseinandersetzt. Versuche, diesen Termin wie einen wichtigen Geschäftstermin zu behandeln, den du nicht verschieben oder absagen kannst. 

Es ist auch wichtig, sich zu erinnern, dass niemand perfekt ist. Es ist okay, wenn du nicht jeden Tag 100%",schlecht/unpassend,unvollständige Antwort,Follow/Neutral,,,0.0,bad/inappropriate,incomplete answer,2.0,2.6
39,40,8,4.0,2023-08-07 15:55:35.63264,Zum Beispiel bei Grillfeiern viel Fleisch zu essen und ungesunde Getränke zu trinken,change,Taking Steps,,Reviewing Past Successes,2023-08-07 15:56:37.100237,"Das sind in der Tat spezifische Situationen, die eine Herausforderung darstellen können. Gab es in der Vergangenheit schon einmal eine Zeit, in der du erfolgreich eine ähnliche Herausforderung gemeistert hast",gut/hilfreich,,change,Taking Steps,,0.0,good/helpful,,2.0,2.0
57,58,8,3.0,2023-08-07 15:59:22.19416,"Ich wäre total stolz auf mich, weil ich einen Halbmarathon geschafft habe. Das würde mir insgesamt viel Selbstvertrauen geben und die Gewissheit, dass ich Ziele erreichen kann, wenn ich es nur will. ",change,Reason,General Reason,,2023-08-07 15:59:34.05697,"Das sind wunderbare Gedanken! Du scheinst eine klare Vorstellung davon zu haben, welchen positiven Einfluss diese Veränderung auf dein Leben haben könnte. Nun, um diese Verhaltensänderung zu unterstützen, wäre es hilfreich, kleine, realistische Schritte zu definieren. Was wäre der erste Schritt, den du machen könntest, um weniger zu prokrastinieren",gut/hilfreich,"Der Chatbot geht auf meine Ideen ein, lobt mich und lenkt meine Gedanken in die richtige Richtung. ",change,Reason,General Reason,0.0,good/helpful,"The chatbot responds to my ideas, praises me and steers my thoughts in the right direction.",3.0,2.75
62,63,8,5.0,2023-08-07 15:59:42.793154,"Das ist das schwierige, es muss einfach sein, keine komplizierte und teure Nahrung und es muss auch schmecken können. Sicher kann ich nie sein, ich muss rumprobieren.",change,Reason,need,,2023-08-07 15:59:53.505457,"Das ist eine großartige Einstellung. Es wird wahrscheinlich ein bisschen Rumprobieren erfordern, um herauszufinden, was für dich funktioniert. Aber vergiss nicht, du musst nicht perfekt sein. Jeder kleine Schritt zählt.

Hast du einen bestimmten Zeitplan im Kopf, wann du mit der Umsetzung beginnen möchtest",gut/hilfreich,"Passend zum Text und noch ein Hinweis, dass man nicht gleich große Schritte machen muss.",change,Reason,need,0.0,good/helpful,In line with the text and a reminder that you don't have to take big steps straight away.,2.5,2.0
74,75,8,6.0,2023-08-07 16:04:04.027523,Danke. Für diese Fähigkeit wurde ich schon als Kind sehr gelobt.,Follow/Neutral,,,Querying Extremes,2023-08-07 16:04:09.688739,"Was wäre das schlimmste Szenario, wenn du weiterhin prokrastinierst und keine Veränderung eintritt",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,1.0
78,79,8,7.0,2023-08-07 16:06:03.046448,"Ich bin jetzt 51 und bestimmt schon seit 20 Jahren. Ich kann mich aber nicht wirklich an Zeiten ohne abends Schokolade oder ähnliches gegessen zu haben, erinnern.",sustain,Reason,ability,Digging Deep,2023-08-07 16:06:09.969014,"Es scheint also, dass diese Gewohnheit, abends Süßigkeiten zu essen, schon seit langer Zeit ein Teil deines Lebens ist. Könntest du mir mehr darüber erzählen, was diese Routine für dich bedeutet",gut/hilfreich,will noch mehr wissen,sustain,Reason,ability,0.0,good/helpful,wants to know more,1.5,1.5
89,90,8,8.0,2023-08-07 16:10:00.509173,"Ich könnte mir jeden Tag ein Rezept für eine gesündere Mahlzeit raussuchen und es in die Küche legen. So würde es nicht vergessen gehen, wenn ich mir etwas zu essen mache.",change,Commitment,,,2023-08-07 16:10:08.974495,"Das klingt nach einem großartigen Plan! Und was wirst du tun, wenn du merkst, dass du dich vom Plan entfernst oder wenn du einen schlechten Tag hast",gut/hilfreich,"Liefert einen Denkanstoß, was zu tun ist, wenn es nicht gut läuft mit der Umsetzung",change,Commitment,,0.0,good/helpful,Provides food for thought on what to do if things are not going well with implementation,1.0,2.0
120,121,8,11.0,2023-08-07 16:26:00.620042,"Ja, manchmal habe ich das schon versucht. Manchmal klappt das auch, aber oft eben auch nicht",sustain,Reason,ability,,2023-08-07 16:26:11.254067,"Es ist gut, dass du bereits einige Strategien ausprobiert hast. Es ist okay, dass nicht immer alles funktioniert - das Wichtigste ist, dass du weiterhin offen für neue Ansätze bist.

Hast du schon mal daran gedacht, dir Unterstützung von außen zu holen",gut/hilfreich,,sustain,Reason,ability,0.0,good/helpful,,1.5,2.6666666666666665
121,122,8,10.0,2023-08-07 16:26:14.828888,"Ich glaube, dass ich derzeit produktiver bin, als ich es je davor war.",change,Reason,General Reason,Digging Deep,2023-08-07 16:26:21.950367,Das ist eine ermutigende Wahrnehmung. Wie hast du diese Veränderung bemerkt,schlecht/unpassend,Ich finde sie redundant. Davor habe ich ja schon ein wenig erzählt und würde hier nur Dinge wiederholen.,change,Reason,General Reason,0.0,bad/inappropriate,I find it redundant. I've already said a bit before that and would only be repeating things here.,2.0,2.5
