Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
26,27,11,1.0,2023-08-07 15:52:05.301683,Nein.,Follow/Neutral,,,Next Steps,2023-08-07 15:52:07.455121,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Ich dachte das sagt mir der Chatbot.,Follow/Neutral,,,1.0,bad/inappropriate,I thought the chatbot would tell me that.,2.0,3.0
50,51,11,2.0,2023-08-07 15:58:27.495712,nein,Follow/Neutral,,,Next Steps,2023-08-07 15:58:29.446888,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Konkrete Handlungsaufforderung könnte hilfreich sein,Follow/Neutral,,,0.0,good/helpful,Concrete call to action could be helpful,2.0,3.0
55,56,11,4.0,2023-08-07 15:58:54.297379,Nein das war alles,Follow/Neutral,,,Next Steps,2023-08-07 15:58:55.954714,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,1.0,3.0
76,77,11,5.0,2023-08-07 16:05:25.019769,Nein hast du nicht.,Follow/Neutral,,,Next Steps,2023-08-07 16:05:26.918221,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Passend zum Text.,Follow/Neutral,,,0.0,good/helpful,Matching the text.,1.0,3.0
84,85,11,3.0,2023-08-07 16:08:19.102791,"Nein, das hast du prima zusammengefasst",Follow/Neutral,,,Next Steps,2023-08-07 16:08:21.060916,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Der Chatbot schließt mit einem kurzen Ausblick auf die Zukunft. Das ist prima so,Follow/Neutral,,,0.0,good/helpful,The chatbot concludes with a brief outlook on the future. That's great,3.0,3.0
85,86,11,6.0,2023-08-07 16:08:32.507971,Nein. Das fasst es zusammen,Follow/Neutral,,,Next Steps,2023-08-07 16:08:34.453082,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Genau die Frage ist ja meine an den Bot.,Follow/Neutral,,,0.0,bad/inappropriate,That's exactly my question to the bot.,1.0,3.0
90,91,11,7.0,2023-08-07 16:10:26.840456,"Nein, passt schon.",Follow/Neutral,,,Next Steps,2023-08-07 16:10:28.654695,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,weil ich das noch nicht weiß,Follow/Neutral,,,0.0,bad/inappropriate,because I don't know that yet,2.0,3.0
94,95,11,8.0,2023-08-07 16:16:36.708234,Du hast das Ende des vorletzten Satzes vergessen.,Follow/Neutral,,,Next Steps,2023-08-07 16:16:38.348467,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Hat den Satz fehlenden Satz nicht zu Ende geführt.,Follow/Neutral,,,0.0,bad/inappropriate,Did not finish the missing sentence.,2.0,3.0
138,139,11,11.0,2023-08-07 16:30:33.594753,Das stimmt so,Follow/Neutral,,,Next Steps,2023-08-07 16:30:35.374083,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,3.0
140,141,11,10.0,2023-08-07 16:30:46.297225,Das sieht richtig aus.,Follow/Neutral,,,Next Steps,2023-08-07 16:30:47.951565,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Call to action. Klingt gut und hilfreich.,Follow/Neutral,,,0.0,good/helpful,Call to action. Sounds good and helpful.,2.0,3.0
