Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
1,2,2,1.0,2023-08-07 15:43:07.304097,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 15:43:09.81535,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,1.0,,,2.0,1.5
7,8,2,2.0,2023-08-07 15:45:55.656004,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 15:45:57.482586,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,1.5
14,15,2,3.0,2023-08-07 15:48:57.305736,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 15:48:59.433527,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,1.5
20,21,2,4.0,2023-08-07 15:50:58.178409,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:50:59.79789,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,2.0
27,28,2,5.0,2023-08-07 15:52:07.786167,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:52:09.532684,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,2.0
46,47,2,6.0,2023-08-07 15:57:48.29457,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 15:57:50.074046,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,1.5
52,53,2,8.0,2023-08-07 15:58:42.506176,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:58:44.084864,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,2.0
54,55,2,7.0,2023-08-07 15:58:50.279529,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:58:52.038111,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,2.0
99,100,2,9.0,2023-08-07 16:19:30.979737,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 16:19:32.75212,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,1.5
100,101,2,11.0,2023-08-07 16:19:48.476518,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 16:19:50.174367,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,0.0,,,2.0,1.5
