Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
13,14,9,1.0,2023-08-07 15:48:48.537077,Mehr Zeit mit Freunden und Familie verbringen.,Follow/Neutral,,,Elaboration,2023-08-07 15:48:56.976131,"Du würdest also gerne mehr Zeit mit deinen Liebsten verbringen, wenn du weniger prokrastinieren würdest. Wie sehr glaubst du, dass diese Veränderung dazu beitragen würde, mehr Zeit mit Freunden und Familie zu verbringen",gut/hilfreich,Passt ,Follow/Neutral,,,1.0,good/helpful,Fits,3.0,2.5
38,39,9,2.0,2023-08-07 15:55:20.504939,"ok, danke",Follow/Neutral,,,,2023-08-07 15:55:34.522922,"Gern geschehen! Ich hoffe, dass unser Gespräch dir dabei hilft, deinen Weg zur Überwindung der Prokrastination zu finden. Denk daran, dass Veränderungen Zeit brauchen und es völlig normal ist, Rückschläge zu erleben. Bleib geduldig mit dir selbst und feiere kleine Erfolge. Wenn du weitere Unterstützung oder Motivation brauchst, bin ich hier.",gut/hilfreich,Gibt ein gutes Gefühl,Follow/Neutral,,,0.0,good/helpful,Gives a good feeling,2.0,2.6
43,44,9,4.0,2023-08-07 15:57:05.334656,"Nein, ich kann mich dann nicht zurückhalten",Follow/Neutral,,,Amplified,2023-08-07 15:57:15.052989,"Es scheint also, dass du in solchen Situationen Schwierigkeiten hast, dich zurückzuhalten. Was sind die spezifischen Aspekte dieser Situationen, die es dir schwer machen, dich zurückzuhalten",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,1.5
68,69,9,5.0,2023-08-07 16:01:24.689596,"Nein nicht wirklich, vermutlich erstmal etwas weniger von besonders ungesunder Nahrung zu mir nehmen.",change,Commitment,,,2023-08-07 16:01:36.508337,"Jeder Schritt zählt und der Verzicht auf besonders ungesunde Nahrung ist definitiv ein guter Anfang. Vielleicht könntest du dir als nächstes Ziel setzen, dich innerhalb der nächsten Woche über gesunde Alternativen zu informieren und einen einfachen Ernährungsplan zu erstellen. Was hältst du von diesem Vorschlag",gut/hilfreich,Ich habe einen weiteren Schritt angeboten bekommen,change,Commitment,,0.0,good/helpful,I have been offered another step,1.0,2.6666666666666665
72,73,9,3.0,2023-08-07 16:03:43.493662,"Ich definiere eine bestimmte Zeit, in der ich konzentriert arbeite und mich durch nichts ablenken lasse. Zunächst vielleicht eine Stunde. Danach mache ich eine kurze Pause, in der meine Gedanken abschweifen dürfen. Danach arbeite ich wieder eine Stunde und mache danach eine kurze Pause. Das mache ich immer im Wechsel, bis es Zeit für eine größere Pause zum Mittagessen ist. ",change,Taking Steps,,,2023-08-07 16:03:54.752348,"Das ist ein kluger Plan. Du hast eine realistische Methode gewählt, die als Pomodoro-Technik bekannt ist. Sie ist nachweislich sehr effektiv, um die Produktivität zu steigern und die Prokrastination zu reduzieren. 

Wie könntest du sicherstellen, dass du diesen Plan auch umsetzt",gut/hilfreich,Der Chatbot lobt mich und gibt mir damit ein gutes Gefühl. Danach gibt er mir wieder einen Anstoß zur Verwirklichung meines Plans. ,change,Taking Steps,,0.0,good/helpful,The chatbot praises me and makes me feel good. Then it gives me another push to realize my plan.,1.4,2.75
75,76,9,6.0,2023-08-07 16:04:58.948197,Es könnte Geld kosten und andere Schwierigkeiten erzeugen.,Follow/Neutral,,,Reframe,2023-08-07 16:05:07.608737,"Es ist klar, dass du die potenziellen Konsequenzen deines Verhaltens siehst und wie dies dein Leben beeinflussen könnte. Du zeigst ein hohes Maß an Bewusstsein und Verständnis für die Situation, die du verändern möchtest.",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,3.0,2.0
82,83,9,7.0,2023-08-07 16:07:20.449992,Der stressige Tag ist vorbei und ich gönne mir waas Leckeres.,sustain,Taking Steps,,Exploring Goals and Values,2023-08-07 16:07:27.434386,"Es scheint, als ob das Essen von Süßigkeiten am Abend für dich eine Art Belohnung ist, nach einem stressigen Tag. Wie stellst du dir vor, könnte eine gesündere Alternative zu dieser Routine aussehen",gut/hilfreich,,sustain,Taking Steps,,0.0,good/helpful,,3.0,2.5
92,93,9,8.0,2023-08-07 16:11:49.30549,"Ich werde es mental als einen schlechten Tag abhaken und mir vornehmen, dass ich mich in Zukunft wieder besser an meine Ziele halte.",change,Commitment,,,2023-08-07 16:12:05.051927,"Das ist eine sehr positive Einstellung. Es ist wichtig, sich daran zu erinnern, dass nicht jeder Tag perfekt sein wird und dass es okay ist, manchmal Fehler zu machen. Das Wichtigste ist, nicht aufzugeben und immer wieder aufzustehen, wenn man fällt. 

Hast du irgendwelche anderen Bedenken oder Fragen, die du besprechen möchtest",gut/hilfreich,"Hat die positive Art mit Fehlern umzugehen, die ich ausdrücken wollte, korrekt erkannt",change,Commitment,,0.0,good/helpful,Correctly recognized the positive way of dealing with mistakes that I wanted to express,3.0,2.25
124,125,9,11.0,2023-08-07 16:26:48.994893,"Nein, noch nicht",Follow/Neutral,,,,2023-08-07 16:27:01.993621,"Das könnte auch eine Möglichkeit sein. Unterstützung kann viele Formen annehmen: Du könntest mit einem Freund, Kollegen oder Mentor über deine Herausforderungen sprechen, eine Selbsthilfegruppe suchen oder einen Coach oder Therapeuten aufsuchen. Manchmal kann es helfen, einfach nur darüber zu sprechen, was dich belastet. 

Du könntest auch versuchen, mehr über das Thema Prokrastination zu lernen. Es gibt viele",gut/hilfreich,"Gute Antwort, aber leider wieder unvollständig",Follow/Neutral,,,0.0,good/helpful,"Good answer, but unfortunately incomplete again",2.0,1.8
126,127,9,10.0,2023-08-07 16:27:32.558355,Ich habe mir kleine Ziele gesetzt und fand das Vorgehen sehr effektiv. Mehr konnte erledigt werden.,change,Taking Steps,,Hypothetical,2023-08-07 16:27:37.672176,"Stell dir vor, du könntest diese Produktivität noch weiter steigern. Wie könnte dein Tag dann aussehen",schlecht/unpassend,"Ich denke, dass ich das gerne herausfinden wollen würde. Lieber kleine Schritte.",change,Taking Steps,,0.0,bad/inappropriate,I think I would like to find out. I'd rather take small steps.,2.5,2.0
141,142,9,12.0,2023-08-07 16:30:58.49113,"nein, das Handy ist mein einziges Problem ",sustain,Reason,General Reason,,2023-08-07 16:31:13.70668,"Das ist völlig in Ordnung. Es ist toll, dass du dir bewusst bist, was deine Hauptablenkung ist und einen Plan hast, wie du damit umgehen willst.

Nun, Verhaltensänderungen können schwierig sein und oftmals gibt es Rückschläge. Es ist wichtig, dass du dir dessen bewusst bist und dir nicht zu hart auf dich selbst bist, wenn du mal einen schlechten",gut/hilfreich,Macht mich aufmerksam für Gefahren ,sustain,Reason,General Reason,0.0,good/helpful,Makes me aware of dangers,2.0,2.5
145,146,9,13.0,2023-08-07 16:32:24.731153,Ja manchmal entspringt meinem Kopf auch etwas Brauchbares,Follow/Neutral,,,Looking Back,2023-08-07 16:32:31.379751,"Sicherlich öfter, als du es dir zugestehst. Denk einmal zurück: Kannst du dich an eine Situation erinnern, in der du erfolgreich eine Veränderung in deinem Leben umgesetzt hast",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,2.5
146,147,9,9.0,2023-08-07 16:32:37.825231,Ich möchte mich stärker auf meine Aufgaben fokussieren können und nicht so schnell die Motivation verlieren.,change,Reason,desire,Querying Extremes,2023-08-07 16:32:45.352639,"Das ist eine sehr klare Vorstellung. Stell dir vor, du könntest nicht länger prokrastinieren. Was wäre das Schlimmste, das passieren könnte",schlecht/unpassend,"Es könnte nichts schlimmes passieren, deshalb ist die Antwort etwas unpassend.",change,Reason,desire,0.0,bad/inappropriate,"Nothing bad could happen, so the answer is somewhat inappropriate.",1.0,1.3333333333333333
169,170,9,14.0,2023-08-07 16:43:09.077804,Es klingt sinnvoll die Leistung progressiv zu steigern.,Follow/Neutral,,,,2023-08-07 16:43:24.912525,"Genau, eine progressive Herangehensweise kann sehr effektiv sein. Es ermöglicht dir, dein Vertrauen und deine Fähigkeiten schrittweise aufzubauen, anstatt dich überfordert zu fühlen. 

Erinnere dich daran, dass es in Ordnung ist, wenn du nicht jeden Tag perfekt bist. Es geht darum, einen allgemeinen Trend der Verbesserung zu sehen. Und vergiss nicht, dich selbst für",gut/hilfreich,Text fehlt,Follow/Neutral,,,0.0,good/helpful,Text missing,3.0,2.2
183,184,9,15.0,2023-08-07 16:50:41.612896,"Ich würde wahrscheinlich insgesamt motivierter sein und positiver, weil ich mehr Dinge schaffe, die mir wichtig sind. Und je mehr Erfolgserlebnisse man hat, desto mehr Motivation bekommt man auch.",change,Reason,General Reason,Querying Extremes,2023-08-07 16:50:50.656862,"Du hast gerade sehr schön beschrieben, wie es sein könnte, wenn du die Veränderung erfolgreich umsetzt. Nun stelle dir bitte vor, du bleibst bei deinem derzeitigen Essverhalten. Was könnten die negativen Folgen sein",gut/hilfreich,"ich bin weniger leistungsfähig, habe weniger Lust Dinge zu unternehmen und fühle mich generell nicht so wohl",change,Reason,General Reason,0.0,good/helpful,"I am less productive, have less desire to do things and generally feel less well",2.0,2.333333333333333
185,186,9,16.0,2023-08-07 16:52:17.868708,"Ja, ich nutze diese Methode bereits.",Follow/Neutral,,,,2023-08-07 16:52:29.080808,"Das ist großartig, dass du schon die Pomodoro-Technik nutzt. Sie kann definitiv dabei helfen, den Impuls zur Prokrastination zu minimieren. Könnte es vielleicht noch andere Bereiche oder Trigger gibt, die deine Prokrastination fördern",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,1.0,2.6666666666666665
209,210,9,17.0,2023-08-07 17:14:03.970341,Nein,Follow/Neutral,,,,2023-08-07 17:14:21.294295,"Das ist vollkommen in Ordnung. Die Identifizierung von Hindernissen ist der erste Schritt, um Strategien zu entwickeln, um mit ihnen umzugehen. 

Eine Strategie könnte zum Beispiel sein, gesunde Snacks griffbereit zu haben, wenn du gestresst bist, statt zu weniger gesunden Alternativen zu greifen. 

Eine andere könnte sein, sich Zeit für Entspannungsübungen zu nehmen, um deinen",schlecht/unpassend,nicht komplett,Follow/Neutral,,,0.0,bad/inappropriate,not complete,2.0,2.0
218,219,9,19.0,2023-08-07 17:17:22.655031,"Ich könnte eine kleine Aufgabe in Angriff nehmen, die ich bisher aufgeschoben habe.",change,Reason,ability,Elaboration,2023-08-07 17:17:28.368704,"Das wäre in der Tat ein erster kleiner Schritt in Richtung deines Ziels. Was könnte dich motivieren, diese Aufgabe anzugehen",gut/hilfreich,Die Antwort hilft bei der Motivationsfindung,change,Reason,ability,0.0,good/helpful,The answer helps to find motivation,2.0,2.0
